title,id,overview,genres,cast,director,writers,production_companies,producers,original_language,vote_count,vote_average,popularity,runtime,release_date
Saw,176,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.","Horror, Mystery, Crime","Tobin Bell, Hans Raith, Monica Potter, Paul Gutrecht, Michael Emerson, Oren Koules, Ken Leung, Cary Elwes, Ned Bellamy, Dina Meyer, Danny Glover, Avner Garbi, Makenzie Vega, Alexandra Bokyun Chun, Mike Butters, Leigh Whannell, Benito Martinez, Shawnee Smith",James Wan,"Leigh Whannell, James Wan","Twisted Pictures, Evolution Entertainment, Saw Productions Inc.","Mark Burg, Peter Block, Jason Constantine, Stacey Testro, Oren Koules, Gregg Hoffman",en,8800,7.412,55.076,103,2004-10-01
Hereditary,493922,"Following the death of Ellen Leigh, the matriarch of their family, her daughter Annie and the rest of the family start to uncover disturbing secrets about their heritage.  Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.","Horror, Mystery, Thriller","Harrison Nell, Ann Dowd, Morgan Lund, Alex Wolff, Lorenzo Silva, Mallory Bechtel, Alexis Long, Rachelle Hardy, Brock McKinney, Heidi Mendez, Bus Riley, Marilyn Miller, Christy Summerhays, Austin R. Grant, Toni Collette, Ari Aster, Mark Blockovich, Gabriel Monroe Eckert, Jarrod Phillips, Jake Brown, Milly Shapiro, Zachary Arthur, Jason Miyagi, Kathleen Chalfant, Gabriel Byrne, BriAnn Rachele, Moises L. Tovar, David Stanley",Ari Aster,Ari Aster,PalmStar Media,"Lars Knudsen, Buddy Patrick, Brandon Tamburri, Gabriel Byrne, Jonathan Gardner, Kevin Scott Frakes, Ryan Kreston, William Kay, Toni Collette",en,7193,7.3,70.869,128,2018-06-07
Midsommar,530385,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.","Horror, Drama, Mystery","Henrik Norlén, Björn Andrésen, Lennart R. Svensson, Mihály Kaszás, Dag Andersson, Klaudia Csányi, Anders Beckman, Hampus Hallberg, Katarina Weidhagen, Tomas Engström, Vilhelm Blomgren, Agnes Westerlund Rase, Gunnel Fred, Gabi Fón, Anki Larsson, Tove Skeidsvoll, Archie Madekwe, Austin R. Grant, Rebecka Johnston, Julia Ragnarsson, Ellora Torchia, Anders Back, Mats Blomgren, Jack Reynor, Levente Puczkó-Smith, Isabelle Grill, Lars Väringer, Liv Mjönes, Frans Cavallin Rosengarten, Will Poulter, Anna Berentzen, Anna Åström, Florence Pugh, William Jackson Harper, Zsolt Bojári, Louise Peterhoff, Vilmos Kolba",Ari Aster,Ari Aster,"B-Reel Films, Square Peg","Lars Knudsen, Ben Rimmer, Philip Westgren, Patrik Andersson, Beau Ferris, Pelle Nilsson, Thomas Benski, Fredrik Heinig",en,6613,7.163,58.95,147,2019-07-03
Scream,4232,"After a series of mysterious deaths befalls their small town, an offbeat group of friends led by Sidney Prescott become the target of a masked killer.","Crime, Horror, Mystery","Matthew Lillard, Frances Lee McCain, Rose McGowan, Ryan Kennedy, Angela Miller, Troy Bishop, Wes Craven, Neve Campbell, Lois Saunders, Lisa Canning, Justin Sullivan, Nancy Anne Ridder, Freddy W. Smith, Tony Kilbert, W. Earl Brown, David Arquette, Jamie Kennedy, Leonora Scelfo, Linda Blair, Matt McDonald, Lisa Beach, Skeet Ulrich, Courteney Cox, Henry Winkler, C.W. Morgan, Kurtis Bedford, Bonnie Wood, David Booth, Kevin Patrick Walls, Carla Hatley, Joseph Whipp, Roger L. Jackson, Lawrence Hecht, Kenny Kwong, Aurora Draper, Drew Barrymore, Liev Schreiber",Wes Craven,Kevin Williamson,"Dimension Films, Woods Entertainment, Miramax","Bob Weinstein, Harvey Weinstein, Cary Woods, Marianne Maddalena, Cathy Konrad",en,6539,7.422,56.374,112,1996-12-20
The Others,1933,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.","Horror, Mystery, Thriller","Alexander Vince, Renée Asherson, Elaine Cassidy, Christopher Eccleston, Michelle Fairley, Aldo Grilo, Keith Allen, Eric Sykes, James Bentley, Nicole Kidman, Fionnula Flanagan, Ricardo López, Gordon Reid, Alakina Mann",Alejandro Amenábar,Alejandro Amenábar,"StudioCanal, Dimension Films, Cruise/Wagner Productions, Sogecine, Las Producciones del Escorpion, Canal+ España","José Luis Cuerda, Rick Schwartz, Sunmin Park, Fernando Bovaira, Bob Weinstein, Paula Wagner, Tom Cruise, Harvey Weinstein",en,6162,7.613,32.429,104,2001-08-02
The Conjuring: The Devil Made Me Do It,423108,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.","Horror, Mystery, Thriller","Sarah Catherine Hook, Charlene Amoia, Ronnie Gene Blevins, Ingrid Bisu, Ruairí O'Connor, Ashley LeConte Campbell, Steve Coulter, Lindsay Ayliffe, Andrea Andrade, Patrick Wilson, Paul Wilson, Stella Doyle, Megan Ashley Brown, Julian Hilliard, Davis Osborne, Vera Farmiga, Mark Rowe, Nicholas Massouh, Nicky Buggs, Shannon Kook, Chris Greene, Mitchell Hoog, Robert Walker Branchaud, Fabio William, Kaleka, John Noble, Sterling Jerins, Rebecca Lines, Eugenie Bondurant, Stacy Johnson, Keith Arthur Bolden, Vince Pisani",Michael Chaves,"David Leslie Johnson-McGoldrick, Chad Hayes, James Wan, Carey Hayes","New Line Cinema, The Safran Company, Atomic Monster","Michelle Morrissey, Peter Safran, Dave Neustadter, Richard Brener, Victoria Palmeri, Judson Scott, Michael Clear, James Wan",en,5620,7.458,91.874,111,2021-05-25
Orphan,21208,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.","Horror, Thriller, Mystery","CCH Pounder, Rosemary Dunsmore, Gemma James Smith, Andrew Shaver, Aryana Engineer, Luis Oliva, Ferelith Young, Landon Norris, Genelle Williams, Karel Roden, Pia Ajango, Peter Sarsgaard, Sugith Varughese, Leni Parker, Julien Elia, Matthew Raudsepp, Jimmy Bennett, Margo Martindale, Lorry Ayers, Isabelle Fuhrman, Mustafa Abdelkarim, Brendan Wall, Jamie Young, Vera Farmiga",Jaume Collet-Serra,"David Leslie Johnson-McGoldrick, Alex Mace","Warner Bros. Pictures, Dark Castle Entertainment, StudioCanal, Don Carmody Productions, Studio Babelsberg, Appian Way, Silver Pictures, Ontario Media Development Corporation","Don Carmody, Charlie Woebcken, Susan Downey, Richard Mirisch, Aaron Auch, Stacey Fields, Joel Silver, David Barrett, Erik Olsen, Christoph Fisser, Sarah Meyer, Jennifer Davisson, Michael Ireland, Leonardo DiCaprio, Henning Molfenter, Steve Richards, Ethan Erwin",en,5024,7.001,35.369,122,2009-07-24
Last Night in Soho,576845,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.","Mystery, Thriller, Horror","Sam Claflin, Lati Gbaja, Kassius Nelson, Margaret Nolan, Michael Ajao, Connor Calland, Jacqui-Lee Pryce, Alan Mahon, Al Roberts, Anya Taylor-Joy, Andrew Bicknell, Michael Jibson, Josh Zaré, Tom Hartwell, Paul Brightwell, James Phelps, Diana Rigg, Michael Mears, Ian Hartley, Rebecca Harrod, Oliver Phelps, Jeanie Wishes, Pauline McLynn, Matt Smith, Synnøve Karlsen, Adam Sopp, Sam Parks, Christopher Carrico, Beth Singh, Elizabeth Berrington, Will Rogers, Ian Harrod, Jessie Mei Li, Paul Riddell, Alan Ruscoe, Kent Goldfinch, Wayne Cater, Colin Mace, Daniel Maggott, Aimée Cassettari, Richard O'Sullivan, Richard Corgan, Katrina Vasilieva, Terence Frisch, Rita Tushingham, Terence Stamp, Celeste Dring, Thomasin McKenzie, Paul Hamilton, Derek Lea, Lisa McGrillis",Edgar Wright,"Krysty Wilson-Cairns, Edgar Wright","Focus Features, Film4 Productions, Working Title Films, Complete Fiction, Perfect World Pictures","Ollie Madden, Edgar Wright, James Biddle, Eric Fellner, Rachael Prior, Tim Bevan, Nira Park, Daniel Battsek",en,3064,7.34,35.686,116,2021-10-21
Ghostland,476299,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .","Horror, Mystery, Thriller","Adam Hurtig, Sharon Bajer, Crystal Reed, Tony Braga, Denis Cozzi, Angela Asher, Ernesto Griffith, Paolo Bryant, Kevin Power, Rob Archer, Taylor Hickson, Mariam Bernstein, Anastasia Phillips, Mylène Farmer, Malick Laugier, Erik Athavale, Emilia Jones, Gordon Tanner, Alicia Johnston, Suzanne Pringle, Paul Titley, Terry Ray",Pascal Laugier,Pascal Laugier,"Mars Films, 5656 Films, Logical Pictures, Inferno Pictures, Highwire Pictures","Clément Miserez, Ian Dimerman, Grégoire Melin, Sami Tesfazghi, Nicolas Manuel, Matthieu Warter, Brendon Sawatzky, Jean-Charles Levy, Scott Kennedy",en,2265,7.366,35.879,91,2018-03-14
Twin Peaks: Fire Walk with Me,1923,"In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.","Drama, Mystery, Horror","Jürgen Prochnow, Philip Anagnos, Harry Dean Stanton, Mädchen Amick, Frank Silva, William Ungerman, Grace Zabriskie, Mike Malone, Chris Isaak, Calvin Lockhart, Frances Bay, James Parks, Paige Bennett, Kyle MacLachlan, Joseph L. Altruda	, Jonathan J. Leppell, Smokey Hormel, Carlton Lee Russell, James Marshall, C.H. Evans, Jane Jones, Andrea Hays, Miguel Ferrer, Elizabeth McCarthy, Steven Hodges, Jon Huck, Heather Graham, Ray Wise, Julee Cruise, David Bowie, Yvonne Roberts, Kimberly Anne Cole, Moira Kelly, Chris Pedersen, Chuck McQuary, John Nelson, Catherine E. Coulson, Eric DaRe, Phoebe Augustine, Karin Robison, Sandra Kinder, Lenny Von Dohlen, Al Strobel, Victor Rivers, Ingrid Brucato, Sheryl Lee, G. Kenneth Davidson, David Brisbin, Pamela Gidley, Michael J. Anderson, Gary Bullock, Joe Berman, Walter Olkewicz, Rick Aiello, John Hoobler, Margaret Adams, Peggy Lipton, Audra L. Cooper, Lorna MacMillan, Anne Gaybis, Dana Ashbrook, David Lynch, Kiefer Sutherland, Joseph 'Simon' Szeibert, Gary Hershberger",David Lynch,"Robert Engels, David Lynch, Mark Frost","New Line Cinema, CiBy 2000","Francis Bouygues, David Lynch, Gregg Fienberg, Mark Frost",en,1804,7.352,36.209,135,1992-06-03
In the Mouth of Madness,2654,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,"Horror, Thriller, Mystery","Bernie Casey, Daniel Verhoeven, Carolyn Tweedle, Katherine Ashby, Paul Brogren, Hayden Christensen, Sean Roberge, Jack Moore-Wickham, Louise Beaven, Sharon Dyer, Charlton Heston, Frances Bay, Sean Vertigo, Richard Kohler, Garry Robbins, Marvin Scott, Laura Schmidt, Cliff Woolner, Kevin Zegers, Katie Zegers, Kevin Rushton, David Warner, Thom Bell, Mark Adriaans, Peter Jason, Jacelyn Holmes, Kyle Sheehan, Conrad Bergschneider, Julie Carmen, David Austerwell, Ben Gilbert, Robert Lewis Bush, Kieran Sells, Wilhelm von Homburg, Deborah Theaker, John Glover, Dennis O'Connor, Lance Paton, Jürgen Prochnow, Sam Neill, Gene Mack, Chuck Campbell",John Carpenter,Michael De Luca,New Line Cinema,"Michael De Luca, Sandy King",en,1540,7.2,15.487,95,1995-02-03
Jacob's Ladder,2291,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness.","Drama, Mystery, Horror","James Ellis Reynolds, Robert Baglia, Bryan Larkin, A.M. Marxuach, Antonia Rey, Davidson Thomson, Blanche Irwin Stuart, Ann Pearl Gary, Suzanne Shepherd, Raymond Anthony Thomas, Sam Coppola, John Louis Fischer, Lewis Black, Patty Rosborough, Carol Schneider, Nora Burns, Perry Lang, Joe Quintero, Ray DeFeis, Evan O'Meara, Elizabeth Peña, Byron Minns, Arleigh Richards, Kisha Skinner, Barbara Gruen, Jan Saint, Steve Baker, Ed Jupp Jr., Michael Tomlinson, Christopher John Fields, Thomas A. Carlin, Eriq La Salle, Orson Bean, Anthony Alessandro, Chris Murphy, Mike Stokie, Matt Craven, Tim Robbins, S. Epatha Merkerson, Dion Simmons, Patricia Kalember, Brian Tarantina, Doug Barron, Dennis Rubin Green, José Alvarez, John-Martin Green, Becky Ann Baker, John Patrick McLaughlin, Jessica Roberts, Jaime Perry, Brad Hamler, Danny Aiello, Elizabeth Abassi, B.J. Donaldson, Holly Kennedy, John D. Bair, Alva Williams, Pruitt Taylor Vince, John Capodice, Ving Rhames, Bellina Logan, Alison Gordy, Billie Neal, Reggie McFadden, Scott Cohen, Gloria Irizarry, Brent Hinkley, Macaulay Culkin, Stephanie Berry, Diane Kagan, Kyle Gass, Jason Alexander",Adrian Lyne,Bruce Joel Rubin,Carolco Pictures,"Andrew G. Vajna, Alan Marshall, Bruce Joel Rubin, Mario Kassar",en,1522,7.4,20.94,113,1990-11-02
Marrowbone,399366,A young man and his three younger siblings are plagued by a sinister presence in the sprawling manor in which they live.,"Thriller, Horror, Mystery","Myra Kathryn Pearse, Charlie Heaton, Matthew Stagg, Robert Strange, Nicola Harrison, Paul Jesson, Adam Quintero, George MacKay, Laura Brook, Mia Goth, Anya Taylor-Joy, Kyle Soller, Tom Fisher",Sergio G. Sánchez,Sergio G. Sánchez,"Telecinco Cinema, Movistar+, Marrowbone, Ruidos en el Ático, Lionsgate, Universal Pictures","J. A. Bayona, Belén Atienza, Ghislain Barrois, Álvaro Augustin",es,1412,7.251,47.048,111,2017-10-27
Day of the Dead,8408,A small group of scientists and soldiers take refuge in an underground missile silo where they struggle to control the flesh-eating dead that walks the Earth above.,"Horror, Drama, Mystery","Gary Klar, Barbara Holmes, Everett Burrell, John D. Schwartz, Al Anderson, Geoff Burkman, Winnie Flynn, George A. Romero, Peter Keefer, Jarlath Conroy, Kim Maxwell, Ralph Marrero, Gabriel Bartalos, Terry Alexander, Mark Tierno, Joe Abeln, William Cameron, Phillip G. Kellams, Jeff Hogan, Bruce Kirkpatrick, 'Wild Bill' Laczko, Susan Martinelli, Howard Berger, Michael Deak, Terry Adams, Al Magliochetti, Sherman Howard, Don Brockett, Peter Iasillo Jr., Mike Trcic, John Vulich, Lori Cardille, Joseph Pilato, Richard Liberty, Barbara Russell, Gene A. Saraceni, Taso N. Stavrakis, John Amplas, Vini Bancalari, Tom Savini, Deborah Carter, Greg Nicotero, Anthony Dileo Jr., Debra Gordon, David Kindlon, Gary A. Jones, Tom Ardolino",George A. Romero,George A. Romero,"Laurel Entertainment, United Film Distribution Company (UFDC), Voltage Pictures","Salah M. Hassanein, Richard P. Rubinstein",en,1140,7.053,24.782,101,1985-07-03
Shutter,17111,"A young photographer Thun and his girlfriend Jane discover mysterious shadows in their photographs after fleeing the scene of an accident. As they investigate the phenomenon, they find other photographs contain similar supernatural images, that Thun's best friends are being haunted as well, and Jane discovers that her boyfriend has not told her everything. It soon becomes clear that you can not escape your past.","Horror, Mystery, Thriller","Suthiphong Bhibalkul, Saifon Nanthawanchal, Vasana Chalakorn, Kachornsak Naruepatr, Achita Sikamana, Ananda Everingham, Samruay Jaratjaroonpong, Jitlada Korsangvichal, Manop Boonvipat, Twich Chombuatong, Panu Puntoomsinchal, Watthanaporn Wannacome, Krai Kanchit, Titikarn Tongprasearth, Teranet Jongaramrungrueng, Apichart Chusakul, Duangporn Sontikhan, Sivagorn Muttamara, Thamonwan Srinatsomsuk, Sawai Poomring, Natraya Rotthirawanit, Tanapon Chansming, Unnop Chanpaibool, Panitan Mavichak, Binn Kitchachonpong, Natthaweeranuch Thongmee, Chachchaya Chalemphol","Banjong Pisanthanakun, Parkpoom Wongpoom","Sophon Sakdaphisit, Banjong Pisanthanakun, Parkpoom Wongpoom, Songpol Sungsuan","GMM Pictures Co., GMM Tai Hub (GTH)","Yodphet Sudsawad, Paiboon Damrongchaitham, Boosaba Daorueng",th,1111,7.238,18.972,97,2004-09-09
A Tale of Two Sisters,4552,"A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house – all of which are connected to a dark past in the family's history.","Drama, Horror, Mystery","Woo Ki-hong, Lim Soo-jung, Park Mi-hyun, Lee Dae-yeon, Kim Kap-soo, Lee Seung-bi, Yum Jung-ah, Moon Geun-young",Kim Jee-woon,Kim Jee-woon,"Bom Film Productions, Masulpiri Films, Chungeorahm Film, Barunson E&A","Kim Jung-hwa, Choi Jae-won, Oh Jung-wan, Oh Ki-min",ko,1099,7.1,33.551,115,2003-06-13
The Tenant,11482,A quiet and inconspicuous man rents an apartment in France where he finds himself drawn into a rabbit hole of dangerous paranoia.,"Thriller, Horror, Mystery","Jacques Monod, Jo Van Fleet, Jean-Pierre Bagot, Raoul Guylad, Florence Blot, Bernard Fresson, Albert Delpy, Claude Dauphin, Gérard Jugnot, Melvyn Douglas, Michel Blanc, André Penvern, Isabelle Adjani, Lila Kedrova, Bernard-Pierre Donnadieu, Roman Polanski, Rufus, Shelley Winters, Romain Bouteille, Éva Ionesco, Josiane Balasko, Jacky Cohen, Louba Guertchikoff, Claude Piéplu, Patrice Alexsandre, Maïté Nahyr",Roman Polanski,"Gérard Brach, Roland Topor, Roman Polanski","Marianne Productions, Paramount","Hercules Bellville, Andrew Braunsberg",en,1035,7.653,14.261,126,1976-05-26
Inland Empire,1730,An actress’s perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,"Mystery, Horror, Thriller","Harry Dean Stanton, Michelle Clark, Kazimierz Suwala, Carolina Cerisola, Stanislaw Kazimierz Cybulski, Emily Stofle, Michal Stopowski, Gail Greaves, Pawel Kubisiak, Lisa Eaton, Kris Kane, Tracy Ashton, Chamonix Bosch, Henryka Cybulski, Naomi Watts, Laura Dern, Keith Kjarval, Stanley Kamel, Julia Ormond, Alexi Yulish, Sara Glaser, Melissa Lowndes, Kristen Kerr, Bryson Lang, Marek Szmigiel, Randy Johnson, Ashley Calloway, Ewa Jerzykowski, Brandon Reinhardt, Erynn Dickerson, Krzysztof Majchrzak, Jeremy Irons, Heidi Bivens, Nick 13, Alfredo Ponce, Jovonie Leonard, Cameron Daddo, Leah Morelli, Justin Theroux, Lou Buchignani, Terry Crews, David Lynch, Helena Chase, Peter J. Lucas, Neil Dickson, Marek Żydowicz, Grace Zabriskie, Jordan Ladd, Mary Steenburgen, William H. Macy, Dominiya Grudzka, Suzete Belouin, Adam Zdunek, Nastassja Kinski, Fulani Bahati, Janusz Hetman, Edward St. George, Scott Andrew Ressler, Jason Weinberg, Phil DeSanti, Bellina Logan, Kat Turner, Laura Harring, Leon Niemczyk, Michelle Renea, Jan Hencz, Jamie Eifert, Masuimi Max, Wendy Rhodes, Diane Ladd, John T. Churchill, Charlene Harding, Joey Altruda, Karen Baird, Scout Alter, Jay P. Work, Robert Charles Hunter, Marsha Lewis, Khai Dattoli, Duncan K. Fraser, Monique Cash, Józef Zbiróg, Marcin Brzozowski, Jerry Stahl, Austin Jack Lynch, Terryn Westbrook, Latrina Bolger, Amanda Foreman, Scott Coffey, Erik Crary, Marian Stanisławski, Karolina Gruszka, Michal Korolko, Penny Hintz, Dominique Vandenberg, Dominika Biernat, Nae Yuuki, Jennifer Locke, Ian Abercrombie, William K. McNeil, Jeremy Alter",David Lynch,David Lynch,"Camerimage Festival, Absurda, Asymmetrical Productions, StudioCanal","Mary Sweeney, Marek Żydowicz, David Lynch",en,1014,7.021,25.706,180,2006-12-06
The Bird with the Crystal Plumage,20345,"An American writer living in Rome witnesses an attempted murder that is connected to an ongoing killing spree in the city, and conducts his own investigation despite himself and his girlfriend being targeted by the killer.","Horror, Mystery, Thriller","Rosita Torosh, Pino Patti, Reggie Nalder, Giuseppe Castellano, Ugo Mari, Renato Romano, Aldo Barozzi, Karen Valenti, Carla Mancini, Giovanni Di Benedetto, Werner Peters, Gildo Di Marco, Enrico Maria Salerno, Tony Musante, Mario Adorf, Eva Renzi, Suzy Kendall, Umberto Raho, Maria Tedeschi, Annamaria Spogli, Fulvio Mingozzi, Omar Bonaro, Bruno Erba",Dario Argento,"Dario Argento, Fredric Brown","Seda Spettacoli, CCC Filmkunst","Artur Brauner, Salvatore Argento",it,706,7.196,14.503,96,1970-02-27
Michael Jackson's Thriller,92060,A night at the movies turns into a nightmare when Michael and his date are attacked by a horde of bloody-thirsty zombies.,"Horror, Music, Mystery","Reed Armstrong, Rick Baker, Mark Sellers, Tom Hester, Hanala Sagal, Cory Hawkins, Michael Jackson, Stephen Bishop, Michael DeLorenzo, DeAnne Holliday, Ned Nalle, Ian A. Stevens, Cynthia Garris, Miko C. Brando, Michael Peters, Casey Cole, Michelle Defevre, Kevin Brennan, Forrest J. Ackerman, Jeff Parker, Tony Fields, Cheryl L. Sington, Kim Blank, Ola Ray, Ben Lokey, John Command, Tim Lawrence, Kevin Yagher, Bill Bray, Richard Gaines, Greg Cannom, Mick Garris, Tiana Davidson 'Thelma' Davis, Tony Gardner, James Canino, Vincent Paterson, Vincent Price",John Landis,"John Landis, Michael Jackson",Optimum Productions,"John Landis, George Folsey Jr., Michael Jackson",en,634,8.185,15.166,14,1983-11-14
Vampyr,779,A student of the occult encounters supernatural haunts and local evildoers in a village outside of Paris.,"Horror, Fantasy, Mystery","Maurice Schutz, Sybille Schmitz, N. Babanini, Georges Boidin, Rena Mandel, Henriette Gérard, Nicolas de Gunzburg, Albert Bras, Jane Mora, Jan Hieronimko",Carl Theodor Dreyer,"Christen Jul, Carl Theodor Dreyer, Sheridan Le Fanu",Tobis Filmkunst,"Nicolas de Gunzburg, Carl Theodor Dreyer",de,478,7.3,8.157,73,1932-05-06
Blood and Black Lace,28055,"Isabella, a young model, is murdered by a mysterious masked figure at a fashion house in Rome. When her diary, which details the house employees many vices, disappears, the masked killer begins killing off all the models in and around the house to find it.","Horror, Mystery, Thriller","Massimo Righi, Calisto Calisti, Harriet Medin, Dante DiPaolo, Cameron Mitchell, Francesca Ungaro, Heidi Stroh, Ariana Gorini, Luciano Pigozzi, Giuliano Raffaelli, Claude Dantes, Enzo Cerusico, Romano Moraschini, Franco Ressel, Lea Lander, Eva Bartok, Goffredo Unger, Thomas Reiner, Nadia Anty, Mary Arden, Mary Carmen",Mario Bava,"Mario Bava, Marcello Fondato, Giuseppe Barilla","Emmepi Cinematografica, Monachia Film, Les Productions Georges de Beauregard, Top-Film","Alfredo Mirabile, Georges C. Stilly, Massimo Patrizi",it,376,7.328,20.314,88,1964-04-10
